id,property_type,neighborhood,original_price,sale_price,days_to_sell,agent
1406,Apartment,Capitol Hill,495086,508339,78,Chris Johnson
1407,House,Capitol Hill,617219,565048,64,Chris Smith
1408,Apartment,Northgate,1265720,1453368,84,Chris Wilson
1409,Apartment,Beacon Hill,336070,313285,16,John Moore
1410,Apartment,West Seattle,1437676,1652456,55,Laura Brown
1411,Condo,Downtown,1321693,1425711,77,Tom Taylor
1412,House,West Seattle,1162422,1355425,58,Mike Moore
1413,House,Northgate,918193,1009581,104,Chris Wilson
1414,Condo,Downtown,426172,396564,4,Sarah Williams
1415,House,Beacon Hill,1032648,1104062,21,Lisa Davis
1416,Apartment,Ballard,1025406,1220458,28,Lisa Johnson
1417,Apartment,Beacon Hill,1453738,1372441,24,Chris Wilson
1418,Apartment,Ballard,1203238,1342695,92,Emily Williams
1419,Apartment,Northgate,1473080,1730279,79,Mike Davis
1420,Apartment,Capitol Hill,714404,710538,99,John Wilson
1421,Condo,Ballard,1104356,1143906,67,Mike Moore
1422,Apartment,Capitol Hill,485427,573294,89,Sarah Moore
1423,Condo,Northgate,1288246,1423980,89,Lisa Brown
1424,Condo,Ballard,818945,791957,57,Mike Moore
1425,Condo,South Lake Union,1267215,1256994,30,Mike Taylor
1426,Condo,Northgate,508912,519539,20,Laura Wilson
1427,House,Ballard,929167,901143,69,Lisa Jones
1428,Condo,South Lake Union,650773,734358,40,Lisa Jones
1429,Condo,Beacon Hill,1220422,1222878,119,David Williams
1430,Apartment,Downtown,920028,980650,58,David Williams
1431,Apartment,Downtown,1001179,1123617,90,Emily Davis
1432,Apartment,West Seattle,1446955,1662786,64,Lisa Brown
1433,Condo,West Seattle,559481,565717,47,Laura Davis
1434,Condo,Beacon Hill,1287259,1341851,59,Emily Miller
1435,Apartment,South Lake Union,1235597,1458892,29,Sarah Davis
1436,Condo,Beacon Hill,540828,500979,42,Laura Williams
1437,Apartment,South Lake Union,1130629,1201974,74,Chris Moore
1438,Condo,Beacon Hill,1389668,1650425,14,Emily Miller
1439,Condo,South Lake Union,1415055,1597268,75,Sarah Moore
1440,House,South Lake Union,1226487,1377005,16,Tom Taylor
1441,House,Downtown,682973,670328,91,Emily Smith
1442,Condo,Ballard,1414762,1617548,42,Mike Taylor
1443,Apartment,Beacon Hill,1323945,1455257,57,Jane Taylor
1444,Condo,Ballard,590440,674123,62,Sarah Taylor
1445,Apartment,Ballard,581159,577279,96,Laura Williams
1446,House,West Seattle,456626,482633,91,Mike Moore
1447,Apartment,Ballard,535902,529342,50,David Wilson
1448,Apartment,West Seattle,789825,925437,46,Emily Johnson
1449,Condo,West Seattle,965172,885289,47,Emily Johnson
1450,Apartment,Beacon Hill,1300482,1544274,54,Tom Moore
1451,Apartment,Northgate,1099440,1046148,40,Mike Smith
1452,House,Ballard,1440932,1367669,101,Mike Jones
1453,Condo,Downtown,1236698,1447129,53,Sarah Williams
1454,Apartment,Ballard,506782,522037,87,Emily Johnson
1455,Apartment,Beacon Hill,1090717,1035448,37,Lisa Smith
1456,Apartment,Beacon Hill,646413,701635,1,Jane Brown
1457,Condo,Northgate,1063518,1141277,35,Laura Williams
1458,Apartment,West Seattle,755837,759233,11,David Davis
1459,Apartment,West Seattle,1019632,1172053,102,Mike Davis
1460,House,Downtown,1195014,1158302,120,Chris Taylor
1461,Condo,Capitol Hill,873677,928098,20,Lisa Jones
1462,Condo,Northgate,660710,719214,7,Emily Jones
1463,Condo,Capitol Hill,1449610,1436172,77,David Williams
1464,House,West Seattle,1121787,1090963,66,Mike Davis
1465,Apartment,Beacon Hill,994676,1021402,74,Laura Williams
1466,Condo,Capitol Hill,988942,1132536,10,Chris Brown
1467,House,Downtown,327074,298144,85,Sarah Jones
1468,Apartment,Ballard,968822,960106,44,Chris Johnson
1469,Apartment,South Lake Union,997069,925619,36,Chris Moore
1470,House,West Seattle,1364049,1240062,11,Lisa Davis
1471,Apartment,Downtown,731311,827640,23,David Williams
1472,Apartment,Ballard,902753,1046681,108,Mike Miller
1473,Condo,South Lake Union,1056930,1020021,66,Chris Taylor
1474,Condo,South Lake Union,807601,844917,74,Mike Brown
1475,Condo,Ballard,467215,476576,14,Laura Wilson
1476,House,Downtown,503209,537832,62,Lisa Smith
1477,House,Ballard,663531,704687,4,David Miller
1478,House,Ballard,783696,768298,1,Chris Jones
1479,Condo,Northgate,332526,328480,107,Laura Moore
1480,Condo,Downtown,1074590,1251807,93,Tom Davis
1481,House,Downtown,1183549,1217669,25,Lisa Jones
1482,House,Northgate,1264818,1215248,52,Sarah Taylor
1483,Apartment,Ballard,883613,905894,100,Emily Williams
1484,Condo,Downtown,972098,964162,60,David Taylor
1485,Apartment,Beacon Hill,1408718,1665139,94,Tom Jones
1486,House,South Lake Union,949023,935880,5,John Taylor
1487,Condo,Ballard,1022658,924608,25,Chris Taylor
1488,Apartment,Northgate,1393932,1273682,29,Emily Miller
1489,Condo,West Seattle,1425385,1399430,61,Sarah Davis
1490,House,Capitol Hill,474139,499408,4,Emily Miller
1491,House,West Seattle,1457302,1560731,120,Laura Smith
1492,Condo,Beacon Hill,362732,413075,95,Tom Jones
1493,House,Capitol Hill,303236,281426,101,David Williams
1494,Condo,South Lake Union,1320394,1213682,104,John Williams
1495,Condo,Beacon Hill,788639,821153,81,Sarah Moore
1496,Condo,Capitol Hill,772079,821947,115,Mike Davis
1497,Condo,Ballard,798289,917978,92,Sarah Jones
1498,Condo,West Seattle,383611,398867,82,David Johnson
1499,Apartment,Beacon Hill,924059,887046,113,Tom Williams
1500,House,Northgate,1397074,1314073,57,Chris Taylor
1501,Apartment,South Lake Union,1375636,1513636,57,Tom Williams
1502,Apartment,West Seattle,652596,604374,90,Tom Jones
1503,House,Northgate,955120,918318,74,David Wilson
1504,Condo,Ballard,1338548,1547389,56,Laura Williams
1505,Apartment,Capitol Hill,1183358,1220170,45,John Davis
1506,Condo,Northgate,1283103,1259531,15,Emily Wilson
1507,Condo,Beacon Hill,300013,324757,13,Emily Wilson
1508,House,Beacon Hill,459339,537437,88,Emily Smith
1509,House,South Lake Union,1032089,945741,25,Mike Williams
1510,Condo,Northgate,638141,745340,76,John Miller
1511,Apartment,South Lake Union,313971,325027,119,Chris Smith
1512,Apartment,Capitol Hill,878110,790634,79,Sarah Jones
1513,Condo,Northgate,714055,827824,29,Emily Johnson
1514,Apartment,Capitol Hill,783431,718762,91,Emily Smith
1515,House,Northgate,1279827,1207287,106,Mike Smith
1516,House,South Lake Union,1301688,1212083,44,Laura Jones
1517,Apartment,Downtown,1000321,948595,79,Sarah Jones
1518,Condo,Capitol Hill,1311878,1450116,27,Lisa Davis
1519,Apartment,South Lake Union,959997,971955,99,Lisa Moore
1520,Apartment,South Lake Union,1448612,1643191,94,Mike Brown
1521,House,Downtown,642370,718187,76,Chris Taylor
1522,Condo,Northgate,1245961,1435153,28,Emily Moore
1523,Apartment,Capitol Hill,1289247,1444280,120,Sarah Smith
1524,House,South Lake Union,961200,936101,104,Sarah Moore
1525,Apartment,Capitol Hill,689560,623352,59,Chris Johnson
1526,House,Capitol Hill,1311708,1512647,40,John Davis
1527,House,Northgate,587625,567888,102,Lisa Smith
1528,House,Ballard,959655,1092133,77,Chris Johnson
1529,House,Beacon Hill,1327820,1367509,58,Emily Johnson
1530,House,Ballard,351091,359872,29,Laura Moore
1531,House,Northgate,1232503,1465887,69,Laura Miller
1532,Condo,Ballard,577291,664414,18,Mike Williams
1533,Condo,Ballard,395766,385260,87,Chris Moore
1534,Apartment,Ballard,540467,539247,113,David Wilson
1535,House,Capitol Hill,777662,722163,52,Jane Johnson
1536,Apartment,Downtown,1169591,1096262,16,Lisa Jones
1537,Apartment,West Seattle,1371479,1244574,69,Sarah Wilson
1538,Condo,Ballard,1386057,1600027,85,Sarah Moore
1539,Apartment,Northgate,1124474,1090469,76,Tom Taylor
1540,Condo,Capitol Hill,962797,1053071,45,Chris Johnson
1541,Apartment,Downtown,1109313,1133186,21,John Miller
1542,Condo,Capitol Hill,818848,952874,58,David Miller
1543,Apartment,Capitol Hill,1008161,951345,30,Emily Smith
1544,Condo,South Lake Union,415260,413225,22,Tom Jones
1545,House,Ballard,1377491,1582334,72,Emily Smith
1546,Condo,Northgate,318497,367730,19,Jane Williams
1547,House,South Lake Union,1026783,1085505,103,John Williams
1548,Apartment,Capitol Hill,760395,830638,30,Tom Davis
1549,House,West Seattle,1440132,1714812,118,Emily Miller
1550,Apartment,Downtown,503196,468634,34,David Williams
1551,Condo,Northgate,347393,315804,34,Emily Johnson
1552,Apartment,Capitol Hill,1426295,1624412,6,Chris Johnson
1553,Apartment,Downtown,752852,724432,85,Mike Taylor
1554,House,South Lake Union,1449714,1572896,50,Mike Williams
1555,House,Capitol Hill,1168916,1177471,75,Mike Davis
1556,House,Beacon Hill,794410,843224,37,Emily Davis
1557,Condo,Capitol Hill,1053636,1013941,83,Sarah Wilson
1558,Condo,Ballard,624482,645725,101,David Miller
1559,House,Beacon Hill,1294585,1359432,88,Tom Jones
1560,Apartment,Northgate,1380252,1348855,6,Sarah Moore
1561,Condo,West Seattle,1383395,1497326,53,Emily Wilson
1562,Apartment,Northgate,689496,644784,86,Emily Jones
1563,Apartment,Capitol Hill,1049861,1023313,109,Sarah Johnson
1564,Condo,Capitol Hill,409522,423607,66,Tom Jones
1565,Apartment,Northgate,1355525,1437561,86,Lisa Johnson
1566,House,South Lake Union,1369704,1365569,105,John Brown
1567,House,Ballard,355982,371189,25,John Moore
1568,House,Beacon Hill,733405,827292,90,John Jones
1569,Apartment,Northgate,322406,366095,5,Tom Taylor
1570,Apartment,Downtown,719624,720449,47,Laura Taylor
1571,Condo,Capitol Hill,718190,695641,119,Tom Taylor
1572,Condo,Beacon Hill,1379124,1606957,21,John Williams
1573,Apartment,Downtown,642890,769050,99,John Brown
1574,Condo,Beacon Hill,1312594,1455528,112,David Taylor
1575,Condo,Ballard,788563,722615,35,Emily Jones
1576,Apartment,Downtown,1113809,1175087,115,Tom Moore
1577,Condo,Downtown,581312,655702,79,David Miller
1578,Condo,Northgate,573775,563769,65,Laura Davis
1579,Condo,South Lake Union,1344219,1608802,69,Mike Moore
1580,House,Capitol Hill,953406,1125333,75,Emily Smith
1581,House,Capitol Hill,649327,725591,6,Chris Moore
1582,Apartment,Beacon Hill,951720,1133623,25,Chris Taylor
1583,House,West Seattle,790687,806946,119,Mike Jones
1584,Apartment,Downtown,1264140,1372525,80,Mike Taylor
1585,House,Beacon Hill,598152,651361,52,Emily Moore
1586,House,Ballard,630819,661138,37,Sarah Smith
1587,Condo,South Lake Union,417094,377234,103,David Johnson
1588,House,South Lake Union,962219,956733,74,Tom Taylor
1589,Condo,West Seattle,641589,720956,14,Sarah Wilson
1590,Apartment,Capitol Hill,1339779,1475493,33,Emily Smith
1591,Apartment,Ballard,1405771,1536540,43,Mike Moore
1592,Condo,Ballard,413435,450004,99,David Miller
1593,Apartment,Ballard,703179,830014,6,John Brown
1594,House,Capitol Hill,1355899,1594083,22,Mike Miller
1595,House,Downtown,1212663,1121449,11,John Williams
1596,Condo,Downtown,393782,461909,76,David Davis
1597,House,Ballard,573854,598108,20,Sarah Taylor
1598,House,West Seattle,350461,408196,67,David Miller
1599,House,Ballard,1164477,1152007,74,Tom Wilson
1600,Condo,Beacon Hill,1083865,1067179,68,Sarah Williams
1601,Condo,South Lake Union,1290182,1398546,32,Lisa Wilson
1602,Apartment,Beacon Hill,388551,377194,50,Jane Smith
1603,House,South Lake Union,342016,348007,106,Sarah Moore
1604,House,Beacon Hill,642561,664197,26,John Williams
1605,Condo,Ballard,435906,430195,13,Lisa Johnson
1606,Apartment,Beacon Hill,351634,384214,9,Emily Wilson
1607,Condo,Capitol Hill,722512,827659,85,Sarah Jones
1608,Apartment,Capitol Hill,879917,800035,48,Emily Miller
1609,House,West Seattle,501182,506767,113,David Davis
1610,House,Capitol Hill,1445047,1494301,10,Tom Williams
1611,Condo,Ballard,1268102,1162799,76,David Johnson
1612,House,Northgate,460606,482656,35,Emily Jones
1613,Apartment,Northgate,512660,575967,33,Lisa Smith
1614,House,Northgate,920236,1013059,68,Laura Jones
1615,House,Ballard,475893,464087,52,Sarah Taylor
1616,Apartment,Downtown,1133750,1303482,75,David Davis
1617,Apartment,West Seattle,446968,411333,97,Lisa Jones
1618,Condo,Beacon Hill,764782,828019,27,Chris Brown
1619,Apartment,Capitol Hill,1231500,1251321,45,John Williams
1620,House,Downtown,443169,436709,71,Emily Moore
1621,Apartment,Beacon Hill,376120,346698,81,John Miller
1622,Apartment,Beacon Hill,1203631,1187221,79,Jane Wilson
1623,Condo,Downtown,1083566,1088577,70,David Johnson
1624,House,Capitol Hill,1191207,1412102,9,David Davis
1625,House,South Lake Union,1091659,1038939,56,Mike Miller
1626,Apartment,Beacon Hill,762609,848396,79,David Miller
1627,Condo,Downtown,1276298,1390533,72,John Miller
1628,House,Beacon Hill,422319,407287,60,Jane Williams
1629,Apartment,South Lake Union,509486,500760,95,Laura Davis
1630,Apartment,Ballard,393661,394863,104,Sarah Smith
1631,Apartment,Ballard,1218513,1136658,46,Laura Miller
1632,Condo,West Seattle,461663,434949,90,Chris Jones
1633,Condo,Ballard,1390971,1632098,24,David Williams
1634,House,West Seattle,449037,405753,78,Chris Taylor
1635,House,Ballard,937879,871452,108,Sarah Moore
1636,House,Downtown,404569,438950,54,David Wilson
1637,Apartment,West Seattle,1080638,1173367,11,Lisa Miller
1638,Condo,Ballard,606023,569573,72,Chris Smith
1639,Apartment,West Seattle,745652,714577,61,Sarah Taylor
1640,Condo,Downtown,1147258,1361273,65,Sarah Williams
1641,Apartment,South Lake Union,1050306,1182656,34,Laura Moore
1642,House,Beacon Hill,1434316,1632772,38,John Miller
1643,House,Downtown,342616,329043,103,Jane Smith
1644,Apartment,Beacon Hill,1045492,977947,10,Chris Wilson
1645,House,Capitol Hill,1243455,1342055,61,Laura Jones
1646,Apartment,South Lake Union,406375,466066,5,David Miller
1647,House,Capitol Hill,552106,532511,36,Mike Davis
1648,Apartment,Capitol Hill,635871,637020,119,Emily Miller
1649,Apartment,Northgate,1170111,1290298,93,John Williams
1650,Apartment,Beacon Hill,523444,572335,79,Sarah Williams
1651,House,Northgate,1310115,1185946,29,Tom Wilson
1652,Condo,Downtown,664634,700711,105,Sarah Smith
1653,House,West Seattle,1214487,1455085,91,Sarah Johnson
1654,Apartment,Beacon Hill,650771,673634,64,John Williams
1655,House,Capitol Hill,685822,684705,120,Mike Taylor
1656,Apartment,Beacon Hill,1064605,1020152,86,David Williams
1657,Apartment,West Seattle,687276,654393,96,Mike Davis
1658,House,Ballard,1491124,1371428,55,Lisa Miller
1659,Apartment,Capitol Hill,1498603,1378238,45,Emily Davis
1660,Apartment,Beacon Hill,770034,699553,64,Emily Miller
1661,Apartment,Downtown,580468,527271,27,Lisa Brown
1662,Apartment,Beacon Hill,919340,1099677,36,Jane Brown
1663,Condo,Beacon Hill,321439,372112,80,Lisa Smith
1664,Condo,Capitol Hill,1110581,1059823,20,Sarah Wilson
1665,Condo,Ballard,1106108,1014697,20,Sarah Davis
1666,House,Ballard,642433,584244,3,David Williams
1667,House,West Seattle,765903,865481,119,Mike Miller
1668,Apartment,West Seattle,865391,840962,53,Emily Williams
1669,Apartment,Capitol Hill,503499,481584,59,David Johnson
1670,Apartment,South Lake Union,348061,364426,100,Jane Brown
1671,Apartment,Downtown,1197246,1299137,100,Chris Johnson
1672,Apartment,Northgate,1214640,1213068,13,Emily Smith
1673,Apartment,Capitol Hill,846975,845077,4,David Williams
1674,Apartment,Beacon Hill,895811,867659,97,Emily Miller
1675,Apartment,South Lake Union,846560,769833,99,Mike Taylor
1676,Apartment,Capitol Hill,813711,877257,11,Emily Wilson
1677,Apartment,Northgate,1401727,1477005,87,Mike Jones
1678,Condo,Beacon Hill,1033821,948581,69,Mike Williams
1679,Apartment,South Lake Union,375366,399987,17,Laura Taylor
1680,Condo,Beacon Hill,737552,781215,100,Emily Brown
1681,Condo,Ballard,811971,895201,26,Tom Wilson
1682,House,Beacon Hill,1353338,1348324,107,Jane Johnson
1683,Apartment,Ballard,1224946,1418621,4,Tom Taylor
1684,Condo,Ballard,504243,583168,48,Sarah Jones
1685,Condo,South Lake Union,851014,786752,57,Laura Johnson
1686,Condo,Ballard,1019418,1068139,79,Tom Jones
1687,House,Downtown,758289,829750,48,Mike Williams
1688,House,Capitol Hill,774169,834335,56,Tom Williams
1689,Condo,Capitol Hill,802712,746718,3,Jane Smith
1690,Condo,Beacon Hill,462208,434418,87,Emily Miller
1691,House,Downtown,499053,559397,56,Sarah Taylor
1692,Condo,South Lake Union,1115842,1063594,30,Emily Smith
1693,Condo,Capitol Hill,453880,540603,63,Mike Brown
1694,House,Northgate,1355150,1434879,68,Chris Wilson
1695,Condo,Downtown,1179921,1151087,15,Emily Davis
1696,House,Capitol Hill,443679,521578,110,Lisa Jones
1697,Apartment,Northgate,1150060,1044073,54,Mike Taylor
1698,House,Capitol Hill,608679,550259,60,Emily Davis
1699,House,South Lake Union,1459146,1486909,109,Lisa Smith
1700,Apartment,Capitol Hill,805991,936869,111,John Williams
1701,Apartment,West Seattle,1167164,1326114,43,Jane Taylor
1702,Apartment,South Lake Union,1015294,1200734,42,David Williams
1703,House,South Lake Union,1106761,1099939,77,John Williams
1704,House,Northgate,1405796,1342364,46,David Williams
1705,Condo,South Lake Union,514565,506571,37,Tom Wilson
1706,Apartment,Downtown,785968,891860,41,Mike Moore
1707,Condo,West Seattle,1232676,1434539,29,Mike Jones
1708,House,Downtown,1179163,1204091,55,John Davis
1709,Apartment,South Lake Union,728238,715676,43,Chris Smith
1710,Condo,Northgate,1180134,1264551,100,Laura Moore
1711,Condo,West Seattle,790606,776476,56,Emily Brown
1712,Apartment,West Seattle,433536,428294,87,Laura Brown
1713,Apartment,Beacon Hill,1242145,1229201,90,Emily Johnson
1714,Apartment,Downtown,483356,537006,19,John Jones
1715,Apartment,Northgate,991838,1161268,29,Emily Johnson
1716,House,Capitol Hill,1168957,1155362,54,David Davis
1717,Condo,Ballard,1123797,1059486,77,Laura Johnson
1718,Condo,West Seattle,357142,335225,85,David Davis
1719,Condo,South Lake Union,685198,815301,52,Lisa Smith
1720,Apartment,Ballard,864254,929283,31,Jane Wilson
1721,Condo,West Seattle,424060,507310,104,Laura Jones
1722,Apartment,Northgate,848756,973754,105,Mike Moore
1723,Condo,Ballard,305590,279644,55,Mike Smith
1724,Condo,Capitol Hill,1250172,1455922,3,Lisa Moore
1725,House,South Lake Union,537769,528383,91,Sarah Williams
1726,Condo,Ballard,795739,808492,85,David Williams
1727,Apartment,South Lake Union,541487,543018,96,Lisa Johnson
1728,Apartment,Beacon Hill,540313,608031,27,Sarah Williams
1729,House,Downtown,522524,498299,42,Tom Jones
1730,Apartment,West Seattle,760798,777271,80,Tom Moore
1731,Condo,Capitol Hill,625441,714404,8,Chris Miller
1732,House,Northgate,1131749,1316023,41,Emily Johnson
1733,Apartment,Beacon Hill,446257,415852,11,David Miller
1734,Condo,West Seattle,890611,977765,80,Tom Smith
1735,House,South Lake Union,1160312,1108638,110,Chris Taylor
1736,Apartment,Downtown,1128145,1083015,89,Mike Jones
1737,House,Downtown,1008458,1184541,100,Lisa Johnson
1738,House,Downtown,897399,980941,7,John Brown
1739,Apartment,Ballard,513678,542137,67,Mike Brown
1740,Apartment,Northgate,894015,1017475,55,Chris Johnson
1741,Apartment,West Seattle,560087,595895,84,David Miller
1742,Apartment,South Lake Union,1457772,1721540,92,Chris Moore
1743,Apartment,Ballard,1188196,1342717,41,Jane Smith
1744,House,Ballard,857914,976011,45,Chris Smith
1745,Apartment,Beacon Hill,664289,606727,26,John Johnson
1746,House,Downtown,1234272,1380385,90,John Williams
1747,House,West Seattle,762829,701844,30,Sarah Williams
1748,Condo,Downtown,367463,362521,5,Lisa Johnson
1749,Apartment,Ballard,486906,543052,27,Tom Taylor
1750,House,Northgate,1172679,1290120,118,Laura Moore
1751,Condo,West Seattle,1202243,1135656,7,Sarah Brown
